Year,fossil emissions excluding carbonation,land-use change emissions,atmospheric growth,ocean sink,land sink,cement carbonation sink,budget imbalance
1801,0.0087298171397,,0.36235440000007202,0.173235,-0.18002280998609799,,
1802,0.011001766648,,0.34302600000000899,0.17336499999999999,-0.20740905361075901,,
1803,0.0080618193231,,0.322423199999889,0.17366999999999999,0.89927200702468202,,
1804,0.0086706269105,,0.30097080000007298,0.17358999999999999,0.78137456503435898,,
1805,0.0085294260371,,0.27781920000006699,0.17355999999999999,8.5135497461231599E-2,,
1806,0.008925933952,,0.25381799999991,0.17350499999999999,0.58799955102713197,,
1807,0.0098800911572,,0.228754800000047,0.17313500000000001,0.72048919470077899,,
1808,0.00968826119,,0.20220479999988999,0.17294999999999999,0.806915529118021,,
1809,0.009916433679,,0.17480520000003699,0.17258999999999999,0.34189691840201297,,
1810,0.010778469432,,0.14591880000000401,0.17252000000000001,0.570182039290832,,
1811,0.010965251365,,0.115970400000037,0.16692000000000001,-0.0275723687833885,,
1812,0.01113933488,,8.4960000000023697E-2,0.16627,9.3460585607045094E-2,,
1813,0.011246216976,,0.0526751999999533,0.16573499999999999,0.13011631532208501,,
1814,0.011524739629,,1.9328400000063101E-2,0.16020999999999999,0.41219041781427401,,
1815,0.011896087609,,-0.0146556000000828,0.15962999999999999,0.266433589789693,,
1816,0.012417188046,,-4.4391599999926298E-2,0.15875,0.67276877761861598,,
1817,0.013448668668,,-6.7755600000054997E-2,0.15806000000000001,1.0244184709015101,,
1818,0.014026203603,,-8.4960000000023697E-2,0.15751000000000001,0.193716641246136,,
1819,0.013900154749,,-9.5792399999936606E-2,0.15204999999999999,-9.9521692564715797E-2,,
1820,0.013846362991,,-0.10004040000001201,0.15117,0.37413163847677799,,
1821,0.014208337609,,-9.8341199999936194E-2,0.15065999999999999,-0.38563617354630703,,
1822,0.014743917031,,-8.9845200000127107E-2,0.14959500000000001,-0.49386976336562499,,
1823,0.015381485535,,-7.5614399999949497E-2,0.14404500000000001,0.78445660277627505,,
1824,0.015716058133,,-5.4586800000038203E-2,0.14338000000000001,0.53763251519831401,,
1825,0.016575018286,,-2.7187199999957602E-2,0.14237,0.10532303813226999,,
1826,0.016752764738,,0.00615960000004634,0.14152999999999999,0.40755945018272699,,
1827,0.017941748908,,4.3117199999983299E-2,0.14080000000000001,0.53243899237183401,,
1828,0.018199178493,,6.8392799999969597E-2,0.14014499999999999,0.643001632696099,,
1829,0.018097,,8.8358399999947296E-2,0.13505,8.3925846786853206E-2,,
1830,0.0242871875,,0.106624800000077,0.13455,0.35843153461866101,,
1831,0.022721237718,,0.122554799999989,0.13400000000000001,-0.168880458188815,,
1832,0.022404900928,,0.136785599999939,0.13352,6.1138850794703499E-2,,
1833,0.022720715884,,0.14889240000013601,0.13358,7.0999754492773098E-2,,
1834,0.024225739902,,0.160999199999878,0.13370000000000001,0.35985283443779698,,
1835,0.026582858624,,0.17969040000002701,0.13397500000000001,0.21209124751361999,,
1836,0.029174261736,,0.20560319999992799,0.13411999999999999,0.61834149006940398,,
1837,0.028984558406,,0.23746320000009299,0.134745,0.85453644392596595,,
1838,0.028887898745,,0.27463319999992603,0.13561000000000001,0.236119892245891,,
1839,0.0299271381,,0.316688399999975,0.13653499999999999,-0.24376797677267301,,
1840,0.03242590393,,0.36192960000005298,0.13286500000000001,0.43268540888087897,,
1841,0.033342125273,,0.409932000000026,0.13897000000000001,-0.48513433246753601,,
1842,0.035313534116,,0.4553856,0.14042499999999999,-0.23879586930073499,,
1843,0.036127016648,,0.48044879999997597,0.14147000000000001,0.76522467687488804,,
1844,0.038739704421,,0.48023639999996698,0.14274000000000001,0.85393814198145401,,
1845,0.04231368941,,0.45708480000007501,0.14418,0.023570711255297,,
1846,0.043028419214,,0.42225120000000499,0.15013499999999999,0.46138138764109199,,
1847,0.046599591976,,0.37785959999996499,0.15123,0.604018832203565,,
1848,0.047374422762,,0.32348520000004999,0.15720000000000001,0.80173524530851203,,
1849,0.050472706878,,0.25976519999994702,0.15831000000000001,0.29883538694544398,,
1850,0.053698680677,0.72141,0.18924839999999701,0.16419500000000001,0.45867568654806301,,-3.7010405760637299E-2
1851,0.05422164274,0.74587999999999999,0.12552840000000701,0.16548499999999999,1.5269004676710199E-2,,0.49381923799744498
1852,0.056608683406,0.75879333333333299,0.0696672000000262,0.17164499999999999,0.12795180388081101,,0.446138012790535
1853,0.059257761736,0.77498333333333302,9.7703999999794195E-3,0.172905,0.17704102997391999,,0.47452466502076301
1854,0.069605122544,0.78471000000000002,-0.0390816000000314,0.17432,0.45284582553159303,,0.266230896880851
1855,0.070989190502,0.78746666666666698,-6.3507599999979902E-2,0.18082999999999999,0.172527295360592,,0.56860616186525204
1856,0.075681344432,0.79181999999999997,-6.3295199999970506E-2,0.18226999999999999,0.62138907733894,,0.127137467015113
1857,0.076400659389,0.80253333333333299,-5.2887599999962703E-2,0.18895999999999999,1.0482410588964099,,-0.30537946609864902
1858,0.077572367631,0.80789999999999995,-3.6320400000022297E-2,0.19561000000000001,0.281554919328877,,0.44462784839707598
1859,0.08228200464,0.82133333333333303,-0.0138060000000451,0.1976,-0.18479739222295299,,0.90461873031996198
1860,0.090328215066,0.77922000000000002,0.0148679999999786,0.19966999999999999,0.367418121775824,,0.28759209327995999
1861,0.094919708788,0.75109000000000004,0.0509759999999915,0.20696500000000001,-0.46254728891568297,,1.0506159977220499
1862,0.096749155295,0.74433000000000005,9.4730400000003101E-2,0.21901499999999999,-0.36256306302170299,,0.88989681838216905
1863,0.10321510453,0.74070333333333305,0.14655600000003199,0.22639000000000001,0.77636025203834402,,-0.30538781423262601
1864,0.11127892303,0.73348000000000002,0.20709000000010699,0.228825,0.64356807048893705,,-0.23472414733937
1865,0.11813840857,0.72058333333333302,0.27420839999990698,0.23646500000000001,0.00106771253636161,,0.32698062931560801
1866,0.12187597898,0.72553666666666705,0.334954799999991,0.24401500000000001,0.51155666321776005,,-0.24311381748498201
1867,0.13050238755,0.72893333333333299,0.38593079999998298,0.25208999999999998,0.63905058063457798,,-0.41763565962509602
1868,0.13415719296,0.72102666666666704,0.42756120000001402,0.25969500000000001,0.734867749064404,,-0.56694008933772599
1869,0.14245475,0.71679999999999999,0.45920880000005598,0.26802999999999999,0.28209667084399898,,-0.150080720771231
1870,0.14556174864,0.77875000000000005,0.48172320000003299,0.271125,0.57628294687520698,,-0.40481939820658602
1871,0.15471926146,0.80634333333333297,0.49574159999986001,0.27912999999999999,-4.4013425478464797E-2,,0.23020442025813001
1872,0.17120667303,0.81985333333333299,0.497440800000163,0.287825,0.225305838753115,,-1.9511632399171999E-2
1873,0.18189989656,0.83823333333333305,0.48660839999990901,0.29594500000000001,0.22274270649502201,,0.0148371235039768
1874,0.17036913892,0.85408666666666699,0.463031999999998,0.30464999999999998,0.52539927709195899,,-0.26862547137897302
1875,0.18480180786,0.86035333333333297,0.43138440000007,0.31311499999999998,0.40334507224042399,,-0.102689331141535
1876,0.18744001774,0.86861333333333302,0.41056919999982699,0.32179999999999997,0.79847808068538095,,-0.47479392949389299
1877,0.19115840639,0.88456999999999997,0.40483440000002702,0.33545999999999998,1.09502094063995,,-0.75958693416024903
1878,0.19267837336,0.90065333333333297,0.41439240000011102,0.34427000000000002,0.60845060159607001,,-0.27378129493791398
1879,0.20632927975,0.90900999999999998,0.43818120000003102,0.35276999999999997,8.3695481031253793E-2,,0.240692598737071
1880,0.2330557893,0.92075333333333298,0.468554399999903,0.36152000000000001,0.66818117509129704,,-0.34444645243140598
1881,0.24114193832,0.91142666666666705,0.50445000000002005,0.37027500000000002,-0.226475748142767,,0.504319353022603
1882,0.25473802838,0.92942666666666696,0.54565560000003199,0.37901000000000001,-0.11788274485308201,,0.37738183989063201
1883,0.2709480363,0.94857000000000002,0.59238359999994805,0.38723000000000002,1.00189375378737,,-0.76198931738727105
1884,0.27405406141,0.95076333333333296,0.64739520000000506,0.39574500000000001,0.94446526086546501,,-0.76278806618099804
1885,0.27610183734,0.94916999999999996,0.71982359999992696,0.40403499999999998,0.33549268642848901,,-0.23407944914645701
1886,0.28040870961,0.96228999999999998,0.78333120000013401,0.40716000000000002,0.80295024647726199,,-0.75074273690798199
1887,0.29441780295,0.97804666666666695,0.822200399999929,0.415325,0.894644658656504,,-0.85970558896508598
1888,0.32596960835,0.980613333333333,0.83961720000002105,0.41859499999999999,0.99059069057590399,,-0.94221994881711402
1889,0.32604368586,0.97845333333333295,0.853210800000056,0.42624499999999999,0.588975980378319,,-0.56393476115102603
1890,0.35490237582,1.05047,0.86361840000006396,0.433865,0.83729678875481095,,-0.72940781295856305
1891,0.37165670852,1.0796633333333301,0.86191919999998801,0.43642999999999998,0.17751885617907501,,-2.4548014350544801E-2
1892,0.37456235808,1.0912566666666701,0.84428999999988696,0.44394,0.57780913752818797,,-0.40022011281661901
1893,0.36994468914,1.11232,0.81285480000008203,0.45139000000000001,0.59480255972707496,,-0.37678267064674498
1894,0.38292007778,1.12211333333333,0.773560799999927,0.45927000000000001,0.76239668831423801,,-0.49019407721185498
1895,0.40595861818,1.13303666666667,0.727682399999935,0.46161999999999997,0.65881063579161803,,-0.30911775096927002
1896,0.41931375819,1.14455666666667,0.66502440000010699,0.46931,1.2014965354463101,,-0.77196051056635695
1897,0.43920075409,1.1484000000000001,0.59068439999998601,0.47715999999999997,1.3032986673613001,,-0.783542313247657
1898,0.46320043996,1.1569366666666701,0.53206199999999604,0.47980499999999998,0.73543479025504399,,-0.12716468374360301
1899,0.50592500519,1.1731766666666701,0.496591200000012,0.48771500000000001,0.361767253177875,,0.33302821878226502
1900,0.53280826528,1.19468333333333,0.482572799999957,0.49105500000000002,0.84112591603402898,,-8.7262117448247495E-2
1901,0.55042152811,1.20577666666667,0.48405960000002302,0.499255,8.3831568523520403E-2,,0.68905202629996298
1902,0.56432422162,1.2244299999999999,0.49892760000000203,0.50242500000000001,-0.27239552970168202,,1.0597971513779401
1903,0.615202006,1.22709,0.52590239999995003,0.51100999999999996,1.39885002320896,,-0.59347041726321503
1904,0.6222018054,1.2508966666666701,0.56455920000007598,0.51974500000000001,1.43198930000907,,-0.64319502791272898
1905,0.66247772325,1.2549033333333299,0.60958799999991697,0.52319000000000004,0.34885270731627199,,0.43575034922899902
1906,0.69179400573,1.262,0.64229760000012004,0.53191500000000003,1.10177210303393,,-0.32219069740519901
1907,0.78829639465,1.2736000000000001,0.66905999999994503,0.54097499999999998,1.21966691717151,,-0.367805522599228
1908,0.75776226447,1.2841833333333299,0.68902559999992297,0.54950500000000002,1.1914923010632901,,-0.38807730323239997
1909,0.788890497,1.2952666666666699,0.70070760000010102,0.55817000000000005,0.73595080913900601,,8.9328754402514296E-2
1910,0.82808128166,1.26711333333333,0.70792919999996695,0.56191999999999998,1.03032568441301,,-0.20498026946164499
1911,0.84047543859,1.25776333333333,0.725346000000059,0.570295,0.384232627914878,,0.41836514398888502
1912,0.88317784252,1.24175666666667,0.75593159999993997,0.57396000000000003,0.56353035785285799,,0.23151255139239499
1913,0.95695299099,1.23871,0.789278400000057,0.58222499999999999,0.65655430532771797,,0.16760528574397099
1914,0.86800097653,1.2380933333333299,0.81519119999984502,0.58511999999999997,0.98869103640009204,,-0.28290792660494701
1915,0.85558243968,1.22549,0.83600640000020099,0.59387500000000004,0.61511789481295598,,3.6073144786133798E-2
1916,0.92408799127,1.21257666666667,0.84768839999992496,0.59699500000000005,1.2578998536541599,,-0.56591859581028303
1917,0.96627366184,1.20861666666667,0.84853799999996204,0.60489999999999999,1.8200108837056901,,-1.0985585551277901
1918,0.95340178466,1.216,0.83600639999997395,0.61274499999999998,0.91819443620699004,,-0.197544051568912
1919,0.8266939274,1.2045066666666699,0.80966880000005403,0.61600999999999995,0.198347927201349,,0.40717386686451901
1920,0.96108826255,1.2577533333333299,0.77568479999990803,0.62373000000000001,1.2143819017686299,,-0.39495510574934301
1921,0.84336700136,1.2914366666666699,0.749347199999988,0.63178000000000001,1.1673497279348399,,-0.41367325993838799
1922,0.88436514056,1.3084233333333299,0.73299240000005705,0.63432500000000003,0.55015166113995495,,0.27531941282206801
1923,1.0033387394,1.3067633333333299,0.72704520000002004,0.64222500000000005,1.26751637514061,,-0.326684502318217
1924,1.0063373919,1.3119433333333299,0.728532000000087,0.64464500000000002,0.68786814710006206,,0.25723557813666598
1925,1.0172035434,1.3304400000000001,0.733417199999849,0.65195000000000003,0.90270186180674294,,5.9574481558165401E-2
1926,0.99918957587,1.32595666666667,0.74594880000006503,0.65408500000000003,0.40900210317341801,,0.51611033949992102
1927,1.0906464501,1.3282833333333299,0.76187879999997699,0.65599499999999999,1.2056539131462001,,-0.204597929843568
1928,1.0859069823,1.33053333333333,0.779932799999983,0.66274500000000003,0.384377397294837,,0.58938511840121899
1929,1.1656407945,1.33435666666667,0.79097760000001904,0.66403000000000001,0.61146804471109995,,0.43352181642763499
1930,1.0749450079,1.3547899999999999,0.79203959999995299,0.66548499999999999,0.80616091350415497,,0.16604949429573601
1931,0.96067227948,1.3742633333333301,0.79140240000015205,0.66685499999999998,-4.3587488671516197E-2,2.1592117904966298E-3,0.918106489749688
1932,0.86612344814,1.3896333333333299,0.79012799999986805,0.67242000000000002,0.81424434468646401,1.8195867894871601E-3,-2.2855149896152699E-2
1933,0.91198640857,1.3952866666666699,0.78757920000009596,0.67313999999999996,0.80477679064697805,0.00184665389995406,3.9930430771621901E-2
1934,0.99187820879,1.4086766666666699,0.78354360000002998,0.67356499999999997,0.71081625147527305,0.00218491491989435,0.23044510895157699
1935,1.0411567555,1.4095233333333299,0.77504759999988004,0.67393499999999995,0.56935273598964897,2.5140217303102901E-3,0.42983073101813202
1936,1.1423345461,1.4165666666666701,0.75911760000008099,0.673925,0.52678525051110503,2.6447945558479001E-3,0.59642856776753606
1937,1.2211334121,1.4127733333333301,0.73915199999987602,0.67377500000000001,0.52048737880142404,3.1608409932408999E-3,0.69733152556062605
1938,1.1481716599,1.42021666666667,0.71451360000014597,0.67342500000000005,0.69376835678140902,3.4074513650238598E-3,0.483273918562518
1939,1.2148600737,1.4209333333333301,0.67224599999985901,0.67325500000000005,1.34792281309617,3.6199048543400299E-3,-6.1250310790753798E-2
1940,1.326786429,1.4579633333333299,0.60725160000004097,0.67330500000000004,1.0748002898937099,0.00336608296016084,0.42602678940355698
1941,1.35666333,1.50509,0.52356600000007303,0.66803000000000001,0.33183607323744602,3.5707787764889501E-3,1.33475047806436
1942,1.3535988177,1.5147566666666701,0.43011000000001298,0.66835,1.0041776286634001,3.3382734390990398E-3,0.76237958220419899
1943,1.376008271,1.51172,0.33452999999997202,0.66884500000000002,1.16940953633844,3.1678205830447301E-3,0.71177591413226005
1944,1.3968091351,1.5119166666666699,0.25976519999994702,0.66984999999999995,0.19766993641004199,2.6914496265978902E-3,1.7787492158632101
1945,1.1618821875,1.50257,0.21452399999998301,0.67123500000000003,0.73956564915312994,2.4760813683765899E-3,1.03665145696724
1946,1.2680468352,1.4982933333333299,0.20369160000007,0.67832499999999996,0.48719650158414401,3.0677882233620698E-3,1.3940592787728701
1947,1.4044164356,1.4856866666666699,0.21537360000002101,0.68108500000000005,1.26266615654965,3.5436698510784999E-3,0.72743467581756704
1948,1.4806093594,1.46522666666667,0.25041959999987301,0.68901999999999997,1.0523164435229899,4.1433610157818202E-3,0.94993662167684401
1949,1.4140299487,1.4510466666666699,0.303519600000072,0.69308000000000003,0.78740343328115903,4.7070845760430399E-3,1.07636649762555
1950,1.6182701062,1.6558600000000001,0.36277920000009101,0.70254499999999998,2.03927730686737,5.4178000750587001E-3,0.16411079933317699
1951,1.7416500535,1.6819966666666699,0.41927759999987302,0.71233000000000002,0.92717179017469298,6.0948719401071102E-3,1.3587724581277401
1952,1.7651302022,1.72075666666667,0.48044879999997597,0.72840000000000005,8.7761261280393799E-2,6.6629738488879799E-3,2.1826138337843499
1953,1.8151914097,1.75142,0.548416800000041,0.74463999999999997,1.06815614264107,7.3948507379983999E-3,1.1980036163266401
1954,1.8530287511,1.7937366666666701,0.62318160000006595,0.75684499999999999,0.90632254741860097,8.1406951872786508E-3,1.3522755751303499
1955,2.0316213919,1.8541000000000001,0.700495199999978,0.76966999999999997,1.9155632975822099,9.0137049286756494E-3,0.49097918941218799
1956,2.1632042658,1.90846,0.77589720000003104,0.78329000000000004,2.3168051337560298,9.8389122001632506E-3,0.185833019957485
1957,2.2340648521,1.95766666666667,0.87147719999995799,0.79296500000000003,0.90061595792618498,0.0105216767584127,1.6161516840049199
1958,2.2972597361,2.0146966666666701,1.7411586648066799,0.80781499999999995,3.2498060708032801E-2,1.1270258619239901E-2,1.7192144184892399
1959,2.4166654555,2.1215266666666701,2.03904,0.99241980003003905,0.43035895165390198,0.0125421466923516,1.0638312238102201
1960,2.5617962104,1.8644033333333301,1.50804,0.93651429178828205,1.25234662972206,1.3682051425250001E-2,0.71561657089780395
1961,2.5694275147,1.78748333333333,1.65672,0.83950878354652503,0.89961951456469202,0.0145476739776071,0.946514876025497
1962,2.6600862334,1.6577566666666701,1.1894400000000001,0.92360327530476705,1.2939620354703001,0.0156798665482469,0.89515772265732196
1963,2.8018687814,1.60405666666667,1.21068,1.1116977670630099,0.95973179823656796,0.0166529843536245,1.10716289849015
1964,2.9540442243,1.5652533333333301,1.0407599999999999,1.22949225882125,1.64488617280796,1.8219984978315298E-2,0.585939140946653
1965,3.0867055868,1.42073,2.3363999999999998,1.33788675057949,0.36663624376021098,1.9232580124890201E-2,0.44728001239937498
1966,3.2373658523,1.37405666666667,2.3363999999999998,1.2683812423377301,1.5632939533879799,0.0206427832085339,-0.57729545996242604
1967,3.3396093013,1.41120333333333,1.2956399999999999,1.1100757340959699,1.73097274419359,2.1656588363145001E-2,0.59246756810438805
1968,3.52192569,1.42804333333333,2.10276,1.2009702258542101,2.4856318000374999,2.3209644354822999E-2,-0.86260264707131395
1969,3.7556876094,1.3404833333333299,2.8036799999999999,1.29986471761246,0.76560126906206505,0.0246319911316004,0.20239296507362201
1970,4.0660907121,1.3957933333333301,2.4001199999999998,1.1130592093706999,0.77479518536738801,2.6129309575553199E-2,1.14778034101059
1971,4.2311096376,1.31531666666667,1.5505199999999999,1.2292537011289399,2.3066406693278401,2.7599822769194399E-2,0.43241211098730598
1972,4.4277946801,1.3161099999999999,3.1222799999999999,1.5312481928871799,1.25393795276377,3.0070060830056901E-2,-0.19363152624461799
1973,4.6625274555,1.2814666666666701,3.1010399999999998,1.3719426846454199,1.6869486791192001,3.2169588092977597E-2,-0.24810682967849701
1974,4.6422986154,1.2456766666666701,1.44432,1.31863717640367,3.7658896994693301,3.2925987096738503E-2,-0.67379758089020703
1975,4.6533786438,1.25895333333333,2.61252,1.2380316681619099,2.5225532448420598,3.3594478830869398E-2,-0.49436741459085498
1976,4.9086367364,1.25295333333333,2.0602800000000001,1.44052615992015,2.9978997159657701,3.5521518123399702E-2,-0.37263732437973401
1977,5.0476669135,1.2530633333333301,4.0780799999999999,1.53092065167839,1.41710171655578,3.7886836026494002E-2,-0.76325895731613402
1978,5.2030444932,1.21627666666667,2.73996,1.5555151434366301,2.5385176534523501,4.0505964720793999E-2,-0.45517760166339699
1979,5.3501643589,1.1543733333333299,4.5453599999999996,1.5250096351948701,1.1659966569231299,4.1960835609741898E-2,-0.77378943561901903
1980,5.3172599929,1.20265,3.6320399999999999,1.7884041269531099,0.44296661427417,4.3189285807192501E-2,0.61330996597280596
1981,5.1902153281,1.2704466666666701,2.4426000000000001,1.76289861871136,2.1747555122396398,4.4043594782705399E-2,0.0363642689414512
1982,5.1488463949,1.2763800000000001,2.1240000000000001,1.9470931104696001,1.6205188482103099,4.4840545437318899E-2,0.688773890748966
1983,5.181741625,1.40821,3.8869199999999999,2.09848760222784,0.35976706627631699,4.6303653146091403E-2,0.19847330324926701
1984,5.3607338032,1.6285333333333301,2.61252,1.8740820939860801,2.8417007386915101,4.7709805964901097E-2,-0.38674550211484299
1985,5.5417932642,1.50226666666667,3.5045999999999999,1.76697658574432,2.6509448727192102,4.9042438392236203E-2,-0.92750396593431295
1986,5.6243211905,1.55371666666667,2.16648,1.8342710775025699,2.4358133506654802,0.0513668138867222,0.69010661503381998
1987,5.7985215404,1.5050666666666701,5.6285999999999996,1.98856556926081,0.63685169394253405,5.3740675438446898E-2,-1.00416973158052
1988,6.0254871376,1.44615,4.5878399999999999,1.8090600610190499,2.0969012956355102,0.0569037427331009,-1.0790679617953101
1989,6.1077973532,1.4303633333333301,3.1010399999999998,1.84645455277729,3.5522756667819602,5.6755168065925898E-2,-1.0183647011122301
1990,6.2097981097,1.41018,2.5912799999999998,2.00875657905687,2.3651488154929599,0.0561259684803673,0.59866674663095898
1991,6.3399222511,1.3500366666666701,1.593,2.1398054265903501,2.1438460332789302,5.9527430362452602E-2,1.75378002753248
1992,6.1591700237,1.4255199999999999,1.52928,2.30172582582856,2.4438835501358298,6.0295292721291797E-2,1.24950535514552
1993,6.2222571779,1.3998533333333301,2.61252,2.2458260425055698,2.9964924449805102,6.4402525955441006E-2,-0.29713050214970099
1994,6.2867835914,1.57653666666667,3.5258400000000001,2.0342346178973001,1.4801949815858,6.7875021009844397E-2,0.75517563762666695
1995,6.4204399353,1.5391600000000001,4.2480000000000002,2.0332061393321199,1.8396467509009999,7.1508704817761296E-2,-0.23276165981170699
1996,6.6184942342,1.6368199999999999,2.2302,2.02852655920131,3.4165281276061199,7.4213619282994595E-2,0.50584592797202899
1997,6.6582834367,2.0417566666666702,4.1842800000000002,2.20050051518453,3.2868122526661101,7.6982566533316393E-2,-1.0485352310813001
1998,6.6405419375,1.68262333333333,6.0321600000000002,2.24040020466358,1.52081070266077,7.7747162604329706E-2,-1.5479527990072299
1999,6.7777004989,1.6386466666666699,2.8249200000000001,1.9966387955279199,3.5516860170628402,8.0512526920367797E-2,-3.7410173809735901E-2
2000,6.9599584539,1.46715666666667,2.6549999999999998,1.9367195658738801,3.8160660365334498,8.3536937760745597E-2,-6.4207419645480698E-2
2001,7.0073499844,1.3745000000000001,3.9081600000000001,1.8370847188083601,2.54870706523407,8.6109400962787394E-2,1.7887994667002999E-3
2002,7.1638344593,1.4697533333333299,5.0338799999999999,2.2378091268514999,1.29389718999534,9.0522969094097294E-2,-0.0225214933574946
2003,7.5460287404,1.59212333333333,4.8639599999999996,2.3430899075001599,2.5570563233192698,9.7275015501459297E-2,-0.72322917266717102
2004,7.8111879394,1.47211,3.3134399999999999,2.3034351635732899,3.6019987236028301,0.104064893641901,-3.9640841492536397E-2
2005,8.0764472885,1.3351266666666699,5.2462799999999996,2.3368994735215001,2.0159761506090601,0.11116096819499099,-0.29874263713427501
2006,8.3531023949,1.42868666666667,3.7594799999999999,2.4459721093632898,3.2388992464036499,0.121018477361247,0.21641922846178499
2007,8.5970889779,1.24346,4.5028800000000002,2.3777072956559402,2.89215359204927,0.13036797867876401,-6.2559888496764401E-2
2008,8.7450607328,1.2938833333333299,3.7594799999999999,2.40137036351264,3.6249211911442099,0.13466075089811799,0.118511760629588
2009,8.5953238472,1.4290799999999999,3.3559199999999998,2.5590658587258899,2.9985218248279999,0.14151238598340399,0.96938377757716598
2010,9.0901550169,1.4130766666666701,5.1400800000000002,2.5182828202984702,3.3448085782483901,0.15027914663853001,-0.65021886167351195
2011,9.3986000401,1.4241266666666701,3.5683199999999999,2.5568467064635501,4.13266697906848,0.16271908526491699,0.40217393591241402
2012,9.5347853087,1.4588399999999999,5.1188399999999996,2.6176984257988298,2.5919148940416399,0.16923968058528899,0.49593230826680601
2013,9.6158480098,1.32608666666667,5.2038000000000002,2.6494862414406501,3.6391933548164599,0.17722922307695799,-0.72777414286009501
2014,9.6796383294,1.4231133333333299,4.3329599999999999,2.7859542238763999,3.8561309136126698,0.184932110928656,-5.7225585778898101E-2
2015,9.6788249894,1.53664333333333,6.2657999999999996,2.8499921907547399,2.2775254886419898,0.185938921819677,-0.36378827840860101
