Column 0,AFGHANISTAN,ALBANIA,ALGERIA,ANDORRA,ANGOLA,ANGUILLA,ANTIGUA & BARBUDA,ARGENTINA,ARMENIA,ARUBA,AUSTRALIA,AUSTRIA,AZERBAIJAN,BAHAMAS,BAHRAIN,BANGLADESH,BARBADOS,BELARUS,BELGIUM,BELIZE,BENIN,BERMUDA,BHUTAN,BONAIRE SAINT EUSTATIUS AND SABA,BOSNIA & HERZEGOVINA,BOTSWANA,BRAZIL,BRITISH VIRGIN ISLANDS,BRUNEI (DARUSSALAM),BULGARIA,BURKINA FASO,BURUNDI,CAMBODIA,CANADA,CAPE VERDE,CENTRAL AFRICAN REPUBLIC,CHAD,CHILE,CHINA (MAINLAND),COLOMBIA,COMOROS,CONGO,COOK ISLANDS,COSTA RICA,COTE D IVOIRE,CROATIA,CUBA,CURACAO,CYPRUS,CZECHIA,DEMOCRATIC PEOPLE S REPUBLIC OF KOREA,DEMOCRATIC REPUBLIC OF THE CONGO (FORMERLY ZAIRE),DENMARK,DJIBOUTI,DOMINICA,DOMINICAN REPUBLIC,ECUADOR,EGYPT,EL SALVADOR,EQUATORIAL GUINEA,ERITREA,ESTONIA,ETHIOPIA,FAEROE ISLANDS,FEDERATED STATES OF MICRONESIA,FIJI,FINLAND,FRANCE (INCLUDING MONACO),FRENCH POLYNESIA,GABON,GAMBIA,GEORGIA,GERMANY,GHANA,GREECE,GREENLAND,GRENADA,GUATEMALA,GUINEA,GUINEA BISSAU,GUYANA,HAITI,HONDURAS,HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,HUNGARY,ICELAND,INDIA,INDONESIA,IRAQ,IRELAND,ISLAMIC REPUBLIC OF IRAN,ISRAEL,ITALY (INCLUDING SAN MARINO),JAMAICA,JAPAN,JORDAN,KAZAKHSTAN,KENYA,KIRIBATI,KOSOVO,KUWAIT,KYRGYZSTAN,LAO PEOPLE S DEMOCRATIC REPUBLIC,LATVIA,LEBANON,LESOTHO,LIBERIA,LIBYAN ARAB JAMAHIRIYAH,LIECHTENSTEIN,LITHUANIA,LUXEMBOURG,MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA,MACEDONIA,MADAGASCAR,MALAWI,MALAYSIA,MALDIVES,MALI,MALTA,MARSHALL ISLANDS,MAURITANIA,MAURITIUS,MEXICO,MONGOLIA,MONTENEGRO,MONTSERRAT,MOROCCO,MOZAMBIQUE,MYANMAR (FORMERLY BURMA),NAMIBIA,NAURU,NEPAL,NETHERLANDS,NEW CALEDONIA,NEW ZEALAND,NICARAGUA,NIGER,NIGERIA,NIUE,NORWAY,OCCUPIED PALESTINIAN TERRITORY,OMAN,PAKISTAN,PALAU,PANAMA,PAPUA NEW GUINEA,PARAGUAY,PERU,PHILIPPINES,PLURINATIONAL STATE OF BOLIVIA,POLAND,PORTUGAL,QATAR,REPUBLIC OF CAMEROON,REPUBLIC OF KOREA,REPUBLIC OF MOLDOVA,REPUBLIC OF SOUTH SUDAN,REPUBLIC OF SUDAN,ROMANIA,RUSSIAN FEDERATION,RWANDA,SAINT HELENA,SAINT LUCIA,SAINT MARTIN (DUTCH PORTION),SAMOA,SAO TOME & PRINCIPE,SAUDI ARABIA,SENEGAL,SERBIA,SEYCHELLES,SIERRA LEONE,SINGAPORE,SLOVAKIA,SLOVENIA,SOLOMON ISLANDS,SOMALIA,SOUTH AFRICA,SPAIN,SRI LANKA,ST  KITTS-NEVIS,ST  PIERRE & MIQUELON,ST  VINCENT & THE GRENADINES,SURINAME,ESWATINI,SWEDEN,SWITZERLAND,SYRIAN ARAB REPUBLIC,TAIWAN,TAJIKISTAN,THAILAND,TIMOR-LESTE (FORMERLY EAST TIMOR),TOGO,TONGA,TRINIDAD AND TOBAGO,TUNISIA,TÜRKIYE,TURKMENISTAN,TURKS AND CAICOS ISLANDS,TUVALU,UGANDA,UKRAINE,UNITED ARAB EMIRATES,UNITED KINGDOM,UNITED REPUBLIC OF TANZANIA,UNITED STATES OF AMERICA,URUGUAY,UZBEKISTAN,VANUATU,VENEZUELA,VIET NAM,WALLIS AND FUTUNA ISLANDS,YEMEN,ZAMBIA,ZIMBABWE,KP Annex B,Non KP Annex B,OECD,Non-OECD,EU27,Africa,Asia,Central America,Europe,Middle East,North America,Oceania,South America,Bunkers,Statistical Difference,World
1999,,-0.21733201034,,,,,,-0.4414138415,-0.58177811747,,12.921302129,-8.5103608185,0.53253292847,,2.3781923934,-1.4111937037,,-2.7135737244,-17.246556093,,-0.14780141386,,,,,0,-1.5975589886,,0.42720830672,1.3016457872,-0.35733109098,,-0.22709370995,0.68686641089,,,,0.42205539284,105.04000044,-0.19804571702,,,,-1.1429161423,-0.087587137545,-0.53473934942,,,-0.41893495989,1.7299721269,,,-2.9430179051,,,-0.66533963471,0.085852517552,-1.6005576879,-0.63443040198,,,-1.0497009113,-0.53248860004,,,,-4.1793705469,-27.516197789,,,,-0.48924420838,-53.014269072,-1.0827081347,-1.5121379308,,,-0.89904159084,0,,,,-0.55665499718,-17.328728736,-2.7957559124,,11.964991393,12.193541056,,-3.5095206436,13.495056621,-2.2998608535,-25.892406149,0.076650404304,-61.192559712,-0.82380872151,5.8829253134,-0.31108791716,,,2.9512121217,-0.32128564253,-0.10328113847,-1.2581455788,,,,,,-1.7512746109,-0.14607794823,,,-0.21018324554,-0.27259801145,2.8537937205,,,-0.44325724338,,,-0.38046415929,-5.8918816595,0.23696494558,,,-1.6963041745,-0.7577658665,,0,,-0.83403463631,6.5122358031,,-0.73969577788,-0.24587455334,,5.9349902748,,,,0.76567682462,-2.0896579549,,-0.051016831716,,-0.40373596492,-1.0407184741,-4.8374892924,-0.12808303308,5.5057931924,-8.4908170197,4.9443694743,0.02044000235,-7.0083523581,,,,2.6058276622,131.81290339,0,,,,,,11.559093504,-0.24343522366,,,,-14.794558613,-0.61513413539,-0.74089043066,,,22.309582317,-4.7711133171,-1.5148100851,,,,,,-7.1566626005,-16.916847072,,-5.0273009176,-0.23161843776,5.1733840231,,-0.010203768771,,2.392741162,-0.15555405524,-6.2689917569,,,,-0.38280094808,16.579661436,-0.66617893724,-32.891304887,-0.52787881274,-50.826642961,-0.91825583427,,,12.056190745,1.2990302397,,,-0.40335665027,0.465792271,-156.54499123,130.83482807,-326.34790121,300.63773804,-156.84086639,19.570697967,27.611385101,-1.7258825857,-61.187359258,26.034760669,-56.031658209,12.181606351,7.8362868018,0,0,0
2000,,-0.28665644651,,,,,,0.34746717556,-0.20987341076,,16.131715254,-7.0693251712,1.6247998871,,2.2420898992,0.2570478179,,3.4978183433,-17.385786736,,-0.25119399168,,,,,0.13507095098,-2.7538802188,,0.49376212161,0.81865597867,-0.096511353987,,-0.78966359751,-3.7712056027,,,,-0.31351857757,105.53338587,0.56316969649,,,,-0.70935676037,-0.097748704999,-0.54413137407,,,-0.16351919923,1.8394038191,,,-3.0886619393,,,1.84295689,0.30141911967,1.7891217813,-0.71889381307,,,-1.3204311701,-0.094194763668,,,,-6.020699587,-30.765101889,,,,-0.4437506424,-50.413243098,-0.72081260178,-0.42867785595,,,-3.6131695749,0.04811487358,,,,0.29393896781,-12.038592071,-4.0233883162,,18.928661431,11.293577508,,-2.4975196314,20.748791648,-2.2867042033,-28.175571166,1.0105736282,-77.779736582,-0.68224804036,11.008733193,-0.42183693949,,,5.9201096317,-0.43905276177,-0.41013495216,-2.0777021735,,,,,,-2.2803248094,0.089768515895,,,-0.20850637493,0.012272328049,2.7243265602,,,-0.58376580364,,,-0.52673385358,-13.098695597,0.10414038213,,,-1.4276911594,-0.82590923165,,0.01001062933,,0.093580630933,11.443509812,,0.046640609851,-0.19283402845,,12.93554908,,,,0.85942485577,-1.316538176,,0.24884465096,,-0.49894667046,-0.75136653064,-5.0817592415,-0.069597810898,4.7617934922,-12.36485965,6.2991848406,-0.16280796378,-12.34754163,,,,0.89148198423,131.7977005,-0.047689626099,,,,,,26.286107717,-0.29695498907,,,,-21.450867753,-1.3947915816,-1.1002861571,,,25.119542519,-6.8733730714,-2.3093865359,,,,,,-8.4410404863,-12.506577605,,-14.741388374,-0.87419814515,4.3092904189,,0.11371212554,,3.8696799234,1.4720904948,-6.8790507443,,,,-0.40498534597,17.397975639,5.2645749237,-47.782311164,-0.6466629292,-66.540362916,-0.74675372953,,,19.073599892,4.6654699574,,,-0.5331483298,0.50092233456,-209.42646413,188.27784149,-390.35563062,369.20700799,-167.16758726,35.373018958,10.8042919,2.0317398836,-75.049638001,57.772280528,-83.410264116,16.178355864,15.151592345,0,0,0
2001,,-0.34515291395,,,,,,1.2118519532,-0.25422047776,,15.877940829,-7.2107701006,0.8800642369,,1.5229750592,0.43715072488,,4.0153322672,-17.271594906,,-0.38115068397,,,,,0.18001979283,0.84077191859,,0.47186367069,0.96262313511,-0.14383317767,,-0.91791635816,-0.12552631104,,,,-0.18558909039,101.08060819,0.40065361931,,,,-0.66739637611,0.30186133242,-1.0127080386,,,-0.24323347145,1.4007394995,,,-2.8539027384,,,-4.0945587966,-0.3206779837,1.7899956967,-0.67424962869,,,-0.83606550059,-0.04506482898,,,,-5.1130393692,-29.414592147,,,,-0.55584397688,-45.016464157,-0.71570976622,-0.28522425989,,,0.39772741612,0.080054970316,,,,0.40290655793,-10.856654709,-4.5545945601,,20.919672786,13.855102681,,-2.4710161884,20.44583421,-1.7661818002,-25.039709497,0.92919258516,-71.725512339,-1.1030349101,6.0972868844,-0.77383904957,,,5.3597079104,-0.23532793357,-0.41137314018,-1.6972305347,,,,,,-2.0527945617,0.16336019443,,,-0.2386093639,0.013908713015,3.3825852599,,,-0.56825624336,,,-0.42372869762,-11.20043042,0.085286849107,,,-1.2577884185,-0.89795801321,,0.0023962313783,,-0.20277920224,13.588254714,,0.21467597,-0.18215869379,,7.9635012584,,,,0.20817533031,-1.3815612333,,0.4840886217,,-0.48453059076,-0.94815060516,-5.5795457569,-0.034573851161,4.9334658799,-13.162443357,6.836739733,-0.36002051015,-8.0737499549,,,,0.73110622793,110.0404725,0.0078146979842,,,,,,22.61425944,-0.24264945505,,,,-16.668366432,-1.402590945,-1.0448764696,,,27.009718324,-6.5315429444,-2.4171827288,,,,,,-6.601046686,-16.971970585,,-6.9862634541,-0.85091763568,3.9570314678,,0.10574664223,,3.9704320165,1.6646593447,2.2780362911,,,,-0.38873532824,12.791208429,1.2676098402,-40.549673203,-0.65962662068,-73.457868428,-0.6815530608,,,13.025106752,5.2291952068,,,-0.57385792305,0.30642439262,-215.69891044,196.03934761,-354.40950258,334.74993975,-152.60414702,32.32352956,29.278632627,0.56598370218,-83.623930528,57.664121104,-84.783825159,16.092616799,12.823309061,0,0,0
2002,,-0.36977258573,,,,,,11.614465367,-0.3706179867,,12.104952017,-6.3244622079,-0.41244067653,,1.3629822166,0.32930688088,,3.9789716251,-18.314627168,,-0.31825761355,,,,,-0.10055311308,4.4095965744,,0.33621242568,0.78291117647,-0.13351515012,,-1.338264681,-5.0443096587,,,,-0.40855570038,123.61477377,0.066860432284,,,,-1.1723565289,0.59706417168,-1.178562116,,,-0.32460334425,-0.2546378352,,,-2.9777910523,,,-2.1495172858,-0.53729996448,2.0288405269,-0.60389237484,,,-1.2147559141,0.15699996822,,,,-4.5093342657,-28.589523304,,,,-0.55080603502,-34.980515397,-0.48316360407,-1.2148004975,,,0.3842247162,0.087579434218,,,,0.44011398732,-9.8852385085,-4.3760667106,,25.332251965,9.0075993017,,-3.2529404311,25.537123731,-2.1758098926,-26.70280104,0.8275707014,-60.834879106,-1.1258865,9.0208181112,-0.60508098947,,,4.0140305356,-0.1977743968,-0.41017237116,-1.6502124274,,,,,,-1.8260840486,0.044260761395,,,-0.20766921052,0.0054826978059,2.1371770244,,,-0.6324337457,,,-0.43937976863,-11.55549121,0.11051558098,,,-1.6040499284,-0.86491196388,,0.047989892066,,-0.29284666434,12.204561259,,0.060988955105,-0.15756718823,,5.0933496255,,,,0.97266165794,-2.283704264,,0.27329708654,,-0.38361097341,-1.235293659,-5.4132332788,-0.10593703395,5.8094088656,-12.132936729,5.8066267311,-0.61557556875,-13.247364034,,,,0.90520396027,105.87631598,0.0091061274841,,,,,,27.006397663,-0.21473538929,,,,-17.488767214,-1.0335322768,-0.80518729455,,,27.976460997,-7.3437307824,-2.7868990077,,,,,,-6.894422661,-14.77620884,,-6.5652302359,-1.3604234063,2.999209149,,0.049028661474,,3.7729140486,1.5645273254,-1.0967342724,,,,-0.41114790662,12.217470108,-3.130342822,-47.802027368,-0.65479576765,-94.750790698,-0.4900935437,,,22.632140892,6.0640736648,,,-0.57169194164,-0.067735008259,-238.77906675,232.11710096,-382.39006449,375.7280987,-146.78761523,30.324166504,55.513276007,1.6147871622,-87.662866307,57.171049048,-111.35059157,12.165940972,35.562272391,0,0,0
2003,,-0.43744698326,,,,,,5.9063099395,-0.13897522054,,9.460293857,-6.4355925505,-0.94010410407,,2.2696378782,-0.26561683274,,3.9521829519,-21.409467794,,-0.36367876041,,,,,0.33521539024,5.6259141271,,0.052547186468,1.1410290874,-0.14099088355,,-1.0987976518,1.1068591922,,,,0.32117465024,208.34123022,-0.11202326943,,,,-0.72349275274,-0.30760412864,-0.57403483933,,,-0.27730138934,1.8181790796,,,-1.9001206673,,,-1.1413259296,-0.4879178891,3.3369133227,-0.54773062384,,,-0.93853106899,0.21765941101,,,,-4.5810523335,-29.786342468,,,,-0.57057378079,-45.689683117,-0.79091874033,3.2079265544,,,0.36437100567,-0.2843814455,,,,0.37490504878,-10.909768263,-5.3553088856,,21.098425144,6.0923522619,,-7.2115450303,12.537189608,-3.8359026548,-26.115769639,0.91307287666,-65.423600287,-0.80859095251,14.002655542,-0.74218909728,,,2.8544964327,0.03923783657,-0.2136332441,-1.8751133754,,,,,,-2.7210573883,-0.29384530973,,,-0.31172994946,-0.018091917667,7.2776805454,,,-0.4092951143,,,-0.44656205243,-4.1886524513,-0.098076886574,,,-0.8522181519,-0.89704462243,,0.053975692105,,0.072547177766,-0.78153455105,,-0.3952737659,-0.18410608672,,4.6389536094,,0.44770829589,,0.071401084052,-0.76394482474,,1.7657220917,,-0.45473218151,-1.0280741087,-5.7957745079,0.21243380342,9.3446373051,-13.002275385,6.3366078092,-0.20040827062,-15.621949028,,,,1.7090853646,102.45720985,0.0026286675131,,,,,,8.3090259988,-0.290852916,,,,-14.592086409,-0.44066655577,-0.7255253338,,,34.210781528,-6.0911886165,-1.8264465424,,,,,,-8.3533281819,-13.838373543,,-5.2569503638,-0.91592288151,3.4238211535,,0.15548097695,,4.2543146153,1.4996607078,-2.9715616424,,,,-0.3348987238,19.151581693,-5.1861425376,-48.287978657,-0.66599846574,-130.61343168,-0.45035461713,,,13.112644853,4.6419033453,,,-0.50252274801,-0.2315605662,-292.99613075,289.04015133,-438.58172226,434.62574285,-167.7477222,37.069617866,140.61017959,5.0757302453,-104.3028386,19.576161024,-133.69522494,9.0650200911,22.645375307,0,0,0
2004,,-0.3563844663,,,,,,6.4391813353,-0.14864263727,,10.478364641,-7.373660252,-2.188661133,,2.8004818481,-0.24961172186,,4.4960653395,-24.53313306,,-0.25026944705,,,,,0.33858343173,6.835457723,,0.080503262427,1.0293490181,-0.16650623541,,-1.4897399522,-1.1941599793,,,,0.56909185725,246.11289892,-0.65668105531,,,,-0.7478981287,-0.031368151794,-0.82651853406,,,-0.40598033427,3.5025486612,,,-4.1460085624,,,-1.7943063517,-0.49992172697,5.2401698427,-0.47506031957,,,-0.95378575195,0.28342097224,,,,-4.4732570374,-35.150645446,,,,-0.86187797309,-45.057623201,-0.81906332864,4.2537072768,,,0.4646430124,0.019061127214,,,,0.43452871448,-11.144928054,-5.3023202015,,24.302549282,5.6111496393,,-5.5908266695,14.104462844,-4.735306014,-29.260909768,1.0326200625,-68.908679635,-0.90357129142,15.253319721,-0.66994666594,,,3.417557012,-0.22768494887,-0.29357813128,-1.6954667305,,,,,,-2.2744170647,-0.3551119127,,,-0.281270063,0.017411470169,9.5745213036,,,-0.39707129695,,,-0.54191724207,-8.5618200084,-0.00028421363031,,,-0.92348846124,-0.89759927347,,0.015751733621,,-0.47062929172,-2.3911910223,,-0.85904226945,-0.21602160784,,2.6276043306,,-0.19297634037,,0.66695327094,-3.2157084191,,1.639835418,,-0.50970759814,-0.72182478651,-5.8449931468,0.30494613345,9.0262502061,-11.870883744,6.638062522,-0.12757282905,-16.755688,,,,1.2422029501,97.96219214,-0.010086847348,,,,,,13.489050924,-0.26993581956,,,,-20.059012763,-0.89945888367,-0.66948195711,,,34.528666259,-8.8891507309,-2.1487924015,,,,,,-8.4318660041,-14.744942255,,-13.39340523,-0.78314231852,2.8792443574,,0.16447563479,,4.4496898324,1.7613488338,-9.5126969599,,,,-0.37155215414,22.993723355,-5.6684676306,-50.913469335,-0.71137783626,-137.82151564,-0.52355896502,,,12.734444875,5.5299047114,,,-0.55814038058,-0.085072909128,-324.29216374,312.17983104,-481.719648,469.6073153,-181.89471005,38.281325991,161.15903123,4.788030632,-122.65050161,20.296526524,-147.57749563,9.6193223713,23.971427792,0,0,0
2005,,-0.41151697693,,,,,,5.6688446377,-0.38111360426,,11.520648617,-7.5531929345,-0.26614399645,,3.2274599959,-0.32346431377,,4.4487124002,-27.458236711,,-0.34523653214,,,,,0.39408582053,3.919331197,,0.092806056935,0.56698175986,-0.15463719184,,-1.8784477271,-9.3294786656,,,,0.087066298246,317.78365685,-0.92788711187,,,,-0.76334101143,-0.020247642016,-0.69599380522,,,-0.4656598205,4.1918766437,,,-4.1778473486,,,-3.972252674,-0.65093030587,5.1092059456,-0.53407351169,,,-0.61557755212,0.24142554023,,,,-6.4714040125,-36.982905136,,,,-1.0271954435,-50.148542237,-1.1326561621,5.5326105688,,,0.5305642578,0.021070375309,,,,0.40351846501,-12.111941199,-4.8920195471,,24.369157937,5.3005247489,,-6.6748504003,17.496311349,-4.6697957466,-31.745492353,0.94026306768,-69.061017071,-1.1033941584,15.803380501,-0.83799194202,,,2.3897574084,-0.51131933223,-0.26558332696,-1.5293652074,,,,,,-2.0718874111,-0.63813882241,,,-0.32233883507,0.01712067904,8.9019669946,,,-0.1746179855,,,-0.31694455616,-7.2840015236,-0.057318881592,,,-0.69030253825,-1.0356278141,,0.02132903954,,-0.44217074463,-10.473924575,,-1.1783359908,-0.24092041333,,1.9900469551,,-0.23384970767,,1.3966320236,-3.331016439,,2.3812387601,,-0.54541289435,-0.71546455166,-5.7141389992,0.44840819098,9.0945769367,-16.102682298,5.7016117773,-0.23033886053,-22.55642687,,,,0.29612068661,99.349476172,0.0034925733243,,,,,,14.655155924,-0.33608977089,,,,-23.981115414,-0.0053410060361,-0.56108835334,,,31.959793888,-11.707841941,-2.2848969223,,,,,,-10.217592983,-17.110452525,,-9.7392467397,-1.0862994669,1.2616898066,,0.13428168409,,6.3159578352,1.8969754164,-11.045038532,,,,-0.4190970409,17.059688794,-8.2201794469,-49.070984118,-0.91746067614,-161.53949535,-0.50355413601,,,14.207906786,6.1354119047,,,-0.49147326183,-0.063236997102,-390.63555788,370.15660305,-549.07877524,528.59982041,-211.68203585,34.475148096,224.62973831,5.0609547754,-157.65096181,19.828520594,-178.15297554,10.342312626,20.98830811,0,0,0
2006,,-0.48372927096,,,,,,6.366800826,-0.19801213231,,9.9318087014,-9.0745218039,-0.65207298818,,3.126309166,0.032366561899,,4.0504613674,-27.848644363,,-0.64745887674,,,,,0.49453825849,2.6302989019,,0.28437239343,0.25513618432,-0.17065361373,,-2.0857965944,-2.0473462872,,,,-0.0054469874309,370.87478984,-1.7225465362,,,,-0.97813086739,-0.31019355358,-1.3028006634,,,-0.46821976194,3.0570215717,,,-3.5718464994,,,-3.8866436722,-1.1874183803,5.6325847021,-0.66441581649,,,-1.2971801524,0.22093800878,,,,-5.822477914,-39.3341622,,,,-0.78416814235,-45.09663394,-1.170992933,4.4781524151,,,0.26713790927,0.029987410492,,,,0.35765071221,-12.407257968,-5.2219948598,,31.004654446,4.6417794146,,-6.6849537564,17.289112479,-5.0638698348,-39.169503049,1.0947423342,-67.996491236,-1.0557421181,15.909642444,-1.0034445018,,,3.3145950899,-0.87458158731,-0.34615998938,-1.8839473181,,,,,,-2.4508215481,-0.81251475423,,,-0.29011492911,-0.0075485996749,8.5987054571,,,-0.32451298584,,,-0.3284714977,-8.1746298987,-0.080535522563,,,-0.89870326355,-1.1174645485,,0.044248843611,,-0.50768741706,-15.799921807,,-0.68371694929,-0.34386525817,,4.3127890342,,-1.6079813817,,1.3019044414,-3.646821737,,2.1272999899,,-0.56088682003,-1.1332166402,-4.7108010489,0.36932730124,5.2735985088,-13.603881758,7.6644982279,-0.20646980151,-28.285350737,,,,-0.33627518997,103.98724138,0.00078697351046,,,,,,12.291440199,-0.39969588363,,,,-27.001091646,-0.70164827619,-1.0247857379,,,30.948375727,-15.462100386,-2.4578953806,,,,,,-10.589136197,-19.687212345,,-8.3665095334,-1.260814496,2.2777687121,,-0.60517231882,,8.0428254944,1.8759830394,-12.69891845,,,,-0.45249314285,18.241600886,-13.607330921,-50.813426029,-0.76405697732,-178.77548074,-0.46842240375,,,16.087640395,6.6244968989,,,-0.64635888655,-0.24380759608,-423.47684749,414.43424853,-594.21519713,585.17259817,-234.81857624,34.297131073,278.58652801,6.0166008258,-181.13162164,12.56199828,-188.99745692,9.2480917521,20.376129656,0,0,0
2007,,-0.54776546223,,,,,,4.7578670576,-1.367046512,,8.8295716254,-8.5870388445,-0.1963244993,,4.1984415352,0.10125637976,,2.9646726694,-31.179943382,,-0.65615398178,,,,,0.41030535413,-0.6530622828,,0.28099024242,0.45208800472,-0.17275860648,,-2.1005898414,-1.5555125645,,,,0.11434359242,392.50937309,-3.0478388381,,,,-1.1058726848,-0.42498200894,-1.3207015064,,,-0.61430402306,1.7988507446,,,-4.2104033637,,,-2.2229832306,-1.1102780171,4.4570792393,-0.62301330152,,,-0.35436268476,0.27674682355,,,,-5.9938201113,-42.060033354,,,,-1.0306860861,-51.893090632,-1.225319737,4.7906062966,,,0.33273345037,0.029591043597,,,,0.39041971179,-11.553567832,-6.4419008451,,26.241591011,5.4380309798,,-6.8116827154,4.1560677326,-5.0136714228,-37.328534517,0.87062197262,-60.474291863,-1.1989281222,14.370250345,-1.2051338173,,,2.5682140317,-0.8442041951,-0.38545014564,-2.4836024369,,,,,,-2.433584824,-0.15733134608,,,-0.31899483373,0.020379316006,7.4572250731,,,-0.54691859604,,,-0.29114447903,-6.5529328383,-0.081466873041,,,-1.4639037534,-1.3488664089,,-0.070243398775,,-0.60531856412,-7.250664334,,-1.0069906335,-0.43402378022,,-0.087735865012,,-2.5333133425,,1.1912695522,-3.4304310495,,1.8519004094,,-0.75167741544,-1.4416649245,-5.3674105629,0.3337948146,2.9486910004,-14.507187916,6.0851347598,-0.011665498793,-30.286110261,,,,-1.1571395769,84.700424374,-0.0030517722923,,,,,,6.6449856285,-0.49891594706,,,,-27.412468784,-2.0913966583,-1.5060227568,,,34.11924032,-16.660098542,-1.953605035,,,,,,-10.590777711,-17.501696215,,-2.78984217,-0.56148181378,3.2944341272,,0.055625994659,,7.183278012,2.2324631837,-13.927578237,,,,-0.49458280733,11.986288907,-15.337132093,-52.606823337,-0.95066534187,-138.94502501,-0.77047908433,,,13.193122111,6.385967771,,,-0.92597353481,-0.32667683826,-414.13645007,398.17452013,-559.54617218,543.58424224,-246.19030463,31.124662644,305.63882293,6.2430605589,-219.72851704,-10.633196636,-147.05347041,7.8225809919,10.624127014,0,0,0
2008,,-0.58552214157,,,,,,3.9622766234,-0.2602373952,,11.316789301,-8.2458053117,-0.20052940972,,4.4292598535,0.16776524231,,2.930029589,-31.143449788,,-0.98552355684,,,,,0.31875625236,-8.3419093521,,0.39896887254,-0.26691793649,-0.14008544661,,-2.5543596573,-1.8769210224,,,,-2.5665400751,418.24244946,-2.690700673,,,,-1.2694265107,-0.40741214859,-2.7632996671,,,-0.85022907897,-0.33644530839,,,-4.6691039893,,,-1.8743818289,-1.4602783473,4.081864484,-0.67516737858,,,0.087796409629,0.2946593183,,,,-6.5647830117,-42.123508487,,,,-1.0768906871,-50.647905536,-1.5093390636,3.789486495,,,0.23013668979,0.012906020011,,,,-1.4779454155,-11.612509229,-7.1415399408,,29.60479828,-0.619923453,,-4.8802926134,3.2990714225,-6.2129157868,-37.220220038,1.0253344427,-73.879492253,-2.1512371378,18.539884073,-1.3341326135,,,3.4922913024,-2.3983395048,-0.47429601449,-2.1927692637,,,,,,-2.086882522,-1.278971614,,,-0.66077329442,0.01836238927,7.8148501731,,,-0.88038165021,,,-0.42580378471,-8.7499022877,-0.31860168068,,,-2.3413942648,-1.6609563573,,-0.14447396511,,-0.76095584161,-12.529716761,,-0.80742634305,-0.35225960772,,-0.80433331653,,-1.7030400301,,0.78370932561,-3.7588709007,,1.9770817508,,-1.0614860748,-2.8884552312,-6.1725223357,0.24140552954,0.11322921244,-15.00769405,6.2772719517,-0.11816315137,-29.033398339,,,,-2.3553151299,86.329025433,-0.0072880277997,,,,,,6.9015233342,-0.6555136132,,,,-38.771922571,-2.8753536576,-1.3887648269,,,42.274385709,-15.661307189,-2.3580150418,,,,,,-10.678958048,-16.891521429,,-4.8110104177,-0.97000403746,0.53938459039,,0.071143769348,,7.0620115447,2.3976882019,-11.283867691,,,,-0.54664114714,7.3330117921,-18.13489958,-47.675809504,-1.5332124093,-109.2335444,-0.78986740417,,,13.378553815,7.1113322135,,,-1.077158903,-0.7252245358,-405.15742103,392.35196685,-547.00089792,534.19544374,-259.7991033,34.392336545,302.38755413,4.6453836867,-230.06292959,-12.599793006,-119.86036771,10.509362958,-2.2170011894,0,0,0
2009,,-0.68450950999,,,,,,5.5792392527,-0.41557852012,,3.5618829602,-7.6365054074,-0.75884645031,,3.0230844823,0.11805797563,,1.131679261,-25.320220619,,-0.6100094782,,,,,0.00077250776359,-6.5639974984,,0.35121602335,0.23341510855,-0.30446257574,,-1.9328176342,-8.480013845,,,,0.48213244251,319.2403579,-1.8074490588,,,,-0.73726286865,-0.39884558592,-1.0477561815,,,-0.071290206177,0.23628671765,,,-3.6492722397,,,-9.7293342416,-0.98082232964,2.0258539458,-0.43401374079,,,0.094573834391,0.23113916445,,,,-3.7903078335,-36.57167075,,,,-0.38516968919,-50.298747102,-1.3368426319,-0.45345766245,,,0.37603398231,-0.31915810276,,,,0.28891647185,-8.3294926705,-4.8577155479,,23.737294276,0.99340290373,,-2.9046973582,5.6998634857,-4.3947744896,-38.281461703,0.66168,-63.55053504,-2.4338836752,19.300744044,-1.322686881,,,3.2692539053,-1.7396896342,-0.6348812312,-1.2459695167,,,,,,-2.2919878669,0.33043246211,,,-0.49234787322,0.029559087919,9.4722402267,,,-0.57692815025,,,-0.31543396866,-6.9557551728,-0.11553278691,,,-1.7194659665,-1.6838473994,,-0.053681737951,,0.12423847341,-6.4336125238,,-0.26903788012,-0.29672571532,,-2.5036264474,,-2.2789869938,,0.065924978223,-3.1837035111,,1.9834210096,,-0.70204008913,-1.7261560682,-4.6188729769,0.26523515478,1.5542622761,-10.464506675,4.9071353202,-0.31395052151,-10.079451157,,,,-1.184680586,70.470985341,0.0018299805341,,,,,,-0.070186747977,-0.27731675199,,,,-16.223062761,-3.0251034476,-0.8660836084,,,36.453831874,-13.38614146,-1.6820951356,,,,,,-8.1883585687,-16.474530705,,2.494479194,-0.92811619803,1.6057572897,,0.15296363737,,5.3574573818,1.7647922248,-2.7542704527,,,,-0.66125327697,7.207879483,-9.5456156927,-36.742556052,-1.1306845924,-81.529271675,-0.60922249863,,,5.8794221565,7.9901290045,,,-0.66805442732,-0.39230608656,-347.53347067,348.45361615,-443.37747528,444.29762076,-220.09750462,26.156768117,270.85007191,-2.5298277208,-197.46754379,-2.2334688864,-96.965040693,3.2928450801,-0.18365853628,0,0,0
